agency,locus,frame,stringency,demkt_intensity,demkt_sacrifice,precarity,collectivism,growth_endorse,community,symbolic,PA,CE,RIA,RSV,AD,PR,CS,SCB,BSE,SPS,CDC,VS,FRUG,MAT,CR,country,PA1,PA2,PA3,PA4,CE1,CE2,CE3,RIA1,RIA2,RIA3,RIA4,RSV1,RSV2,RSV3,AD1,AD2,AD3,AD4,PR1,PR2,PR3,PR4,CS1,CS2,CS3,CS4,SCB1,SCB2,SCB3,BSE1,BSE2,BSE3,BSE4,SPS1,SPS2,SPS3,CDC1,CDC2,CDC3,VS1,VS2,VS3,FRUG1,FRUG2,FRUG3,MAT1,MAT2,MAT3,CR1,CR2,CR3,PA_c,CE_c,RIA_c,RSV_c,AD_c,PR_c,CS_c,SCB_c,BSE_c,SPS_c,CDC_c,VS_c,FRUG_c,MAT_c,CR_c
0,1,0,0.24326254683653986,0.5,0.15,-0.7030026152897877,-0.7761539558040862,-1.4481506192825924,1.0762593473094713,1.0,0.5563124963612434,0.2051342672397427,2.8597130983850985,2.767059896476606,-0.7913566492989903,-1.2524601772339097,3.1916216910737556,3.440797469484027,0.9361982634302505,1.9210778672834647,0.5764917011095947,1.3134199798609507,-0.7544082758278633,-2.066980292874663,0.74801635896995,SE,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,7.0,6.0,5.0,6.0,7.0,7.0,7.0,4.0,4.0,3.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,3.0,0.0,-0.3331584572577892,1.0090156517731812,1.6903980016921396,-1.2792049318632908,-1.0382262462808964,2.0184705100597213,2.979096746505466,-0.0040333816386410185,1.3393201186248749,1.0293838025769257,0.6750497827022994,-1.020220138617054,-1.6671620512212098,-0.33445086286019143
0,1,0,0.43976472642440356,0.85,0.85,-0.28937948604087327,1.2079254329708593,-0.662529553411514,0.34910333500571555,-1.0,-0.08213560135805437,0.892880005647084,0.7130633777075519,0.024601417961165384,-0.6145962085697384,-1.3962720066829823,0.7972050323307237,1.7959903002430622,1.7943503237017149,0.6822643651260367,-2.4348517971260346,-0.9655408253427108,-0.40040569174548984,1.035501937882857,-0.08220014746966292,SE,4.0,4.0,4.0,3.0,5.0,3.0,6.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,6.0,6.0,6.0,5.0,3.0,5.0,4.0,4.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,3.0,4.0,3.0,-0.2559203150743052,0.6776889478227347,-1.7662110197704952,-1.34057338722167,-1.0229796075040938,-1.8165311005911113,0.24802100636570618,1.3251915437265809,0.7703758929804345,-0.0056741947595909305,-2.0395865405095606,-2.3712419349138423,-1.3585314799201187,0.6700785262825515,-0.6701606373748125
1,1,0,0.7454479000792804,0.5,0.15,-0.8297955946623545,0.6775827198494682,-0.3931908126086353,0.10111165748483558,-1.0,0.015543680391600034,0.45403455876099497,2.379994491239408,1.4076339361928203,-0.5742587589496153,-0.03429349138160026,1.3680401467066536,0.9487292801658758,-0.654852269500632,0.5456948776980037,-1.1085327352285739,1.1338914714069832,-0.0009152225046917262,-0.8333371806780138,-0.08976562982557387,SE,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,0.2559203150743052,0.340739812795893,0.25213565044308756,0.34329960661933495,-0.7667542831448969,-0.51935634340742,1.006785079377427,0.6636294626150276,-0.26216980651166616,-0.0056741947595909305,-1.6985898357221731,-0.0019039323235101606,-0.34359745601092484,-0.33159600693334657,0.0012589116544300268
0,0,0,0.3913645296454767,0.15,0.15,1.2847871639294235,1.3977558240159083,-0.47290799220915725,1.3330840421039882,1.0,-1.4930548707523847,0.41630917105155574,0.9563365075642765,0.2424427233258376,2.312794267061824,1.0648097756371315,0.7210418469202791,1.5327039764546884,-0.33506314463977105,1.3571749032752294,1.2891773532075312,-0.7515622171299285,0.6370875306306432,0.09534398507447003,-1.7087361685468172,SE,2.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,3.0,5.0,3.0,4.0,6.0,5.0,4.0,5.0,5.0,6.0,3.0,3.0,5.0,4.0,3.0,6.0,5.0,5.0,6.0,4.0,2.0,3.0,-1.535521890445831,0.340739812795893,-0.7570376846637038,0.006525007851134241,2.05172428480627,1.0372533652130096,0.7538637217068533,1.3251915437265809,-0.26216980651166616,1.0030715402787587,1.3703805073643127,-0.34038078983641495,0.3330252265952042,1.3378615484264826,-1.005870411889434
0,0,0,0.5747295507527743,0.5,0.15,-0.2202827883005411,-1.8234762814104228,-0.03197898581136084,-0.31230807352400575,-1.0,0.16767117194707581,0.06496731005827434,2.6522576836136427,-0.054889083322100074,0.20303291628410503,-0.4375264977832378,1.1859600251145286,0.5921189616502384,0.1561095218893238,0.47793751850161253,0.08345856880346814,1.1637338320458581,-1.1339778014347384,-0.2673946418750896,-0.10845702702469232,SE,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,7.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,-0.5118406301486104,0.003790677769052107,1.7658956531032746,-0.3302495909170669,0.0019216899326940501,-0.2599213919706817,0.7538637217068533,0.6636294626150276,-0.0040333816386410185,0.33057438358652524,0.006393688214763604,1.352003497728108,-0.6819087973139892,0.002295504138619457,0.0012589116544300268
0,1,1,0.5064587803951807,0.5,0.5,-0.38286085373148204,0.5287893942188522,-2.09592641485568,-0.7380279628511468,1.0,0.18971839881825983,0.703670158561821,1.7849067390717863,2.1112447572754642,0.7818200429808304,0.7855918302953366,0.5842116947886379,-0.9709995883691832,-0.5596775784273889,1.861156738982446,0.253363318237641,-1.1914916227279966,-0.7222946197931851,-0.12793196325265596,0.03009102374759231,SE,3.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,2.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,-0.7677609452229155,0.003790677769052107,-0.7570376846637038,1.0168488041557373,0.0019216899326940501,0.5183834623395331,0.24802100636570618,-1.651837821275411,0.25410304323438415,0.6668229619326423,0.6883870977895387,-0.34038078983641495,-1.3585314799201187,-0.33159600693334657,0.0012589116544300268
0,1,1,0.1963115313286709,0.85,0.5,0.7437375823987904,-1.3362765987197156,-0.9931094754108956,-0.5962778571821798,-1.0,-0.5575163788185571,0.06968046242302264,1.5759575953923946,0.18366581388566663,1.1893162962924793,0.06309856043439832,0.2429170239423648,-0.7624473151593385,-0.08698991994533595,-2.0859057229011664,-1.7716195695004784,-1.17225078068063,-0.765043049906929,0.9859194223185224,0.212197604824094,SE,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,-1.2796015753715257,-0.3331584572577892,-0.504744350887006,-0.3302495909170669,0.0019216899326940501,-0.7787912948441582,-0.5107430666460145,-0.9902757401638573,-0.26216980651166616,-2.6956628215285234,-2.380583245296948,-1.3558113623751287,-0.34359745601092484,0.336187015210585,-0.6701606373748125
1,1,1,0.18601972602920636,0.5,0.15,-0.41182945629317325,0.17471203944688712,-1.5596547519476347,0.3462088445627538,1.0,0.5677025897740886,0.8939612750105045,1.3110742270390796,1.224931412600328,0.014695596559330837,0.8242889773642174,0.10901029846485377,0.2851226743917017,0.6356584002697518,0.5827167754805649,0.8640027319316492,-0.9969142658006076,0.5292937741393773,1.6878872005903869,0.6192736814630441,SE,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,6.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,4.0,0.2559203150743052,1.0146380828495756,-0.504744350887006,0.006525007851134241,-0.5105289587856999,-0.2599213919706817,-0.5107430666460145,0.9944105031708043,0.25410304323438415,0.6668229619326423,1.0293838025769257,-1.017334504862224,1.0096479092013337,1.3378615484264826,0.33696868616905107
0,0,1,0.8690949673954359,0.5,0.85,-3.0882867153827203,-0.7080547519949212,-0.6578774648807847,-1.2497653600753171,-1.0,0.21915605666420185,-0.25323158987685446,2.17001809753389,0.5894842806258027,0.17431107463408912,-0.6221978123955219,1.2078155796511916,0.6341136833565574,1.506432838301231,1.0678789459738587,-0.33355846268022626,-0.49552687388707967,0.7025829942079798,-0.25528744834863587,-0.5754472932648581,SE,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,6.0,7.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,0.0,-0.6701075922846301,0.25213565044308756,0.006525007851134241,0.0019216899326940501,-0.00048644053394344185,1.006785079377427,0.33284842205925014,1.8029215924725353,0.33057438358652524,0.3473903930021507,-1.017334504862224,0.3330252265952042,-0.33159600693334657,-0.33445086286019143
0,1,1,0.5541851912420737,0.5,0.15,0.5568141008280043,0.7728387077212286,2.071105462065905,1.4976564791104072,1.0,1.237732441441399,1.4996186753823522,3.6756176518990076,3.847413239659281,2.036157708412364,1.575715229320323,2.17292106517766,2.3261566660057333,-0.5932302576518909,-0.5981563452477494,-0.025001528746290358,0.5600878385105028,0.48672405669122454,-0.9981083704687783,-0.22221208711058912,SE,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,5.0,4.0,2.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,5.0,1.0236812602972207,1.3515872178764166,2.0181889868799727,2.0271726004603403,1.0268229873694819,1.2966883166497478,2.0184705100597213,0.9944105031708043,-1.0365790811307416,-1.350668508144057,-0.3346030165726239,-0.0019039323235101606,-0.0052861147078600845,-0.6654875180053121,0.33696868616905107
1,0,0,0.34032358985430483,0.15,0.85,-0.14886859792713303,-1.2824940799193456,-0.5288297171312066,0.4682629817170332,1.0,1.4912665648942829,0.7685773183500978,0.24259849750112572,-0.3927689863454438,0.19730772517688394,-1.3575318312909304,0.4725206988219486,0.31647348816222337,-1.0918513736352482,-0.46726479857731196,-1.0726654722419973,-0.04491765069389947,-1.1794771989896131,-1.1049199589589338,1.2493823043038008,SE,4.0,6.0,4.0,4.0,4.0,3.0,5.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,0.5118406301486104,0.003790677769052107,-1.5139176859937975,-1.34057338722167,-0.25430363442650294,-1.0382262462808964,-0.7636644243165882,0.0020673815034734882,-2.3272612054958675,-1.350668508144057,0.3473903930021507,0.33657292518939413,-0.34359745601092484,-0.9993790290772782,0.33696868616905107
1,1,1,0.5098060207672654,0.15,0.15,-2.232086260654502,0.4644378399877008,-1.1003172276459308,0.5179645644786511,-1.0,0.7802219585106662,0.4913182653843096,2.1090010993274606,-0.11039648135702934,-0.7347990053167556,-0.3097182139860023,0.35608820255575113,-0.29662198549261487,0.17279383500593842,0.225822855131768,0.17880320980539427,-0.5220005877705047,-0.5656885873317063,-1.6508935559991262,0.16899818523447915,SE,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,6.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,5.0,4.0,0.2559203150743052,0.003790677769052107,-0.00015768333361029275,-2.0141225847580717,-0.7667542831448969,-0.2599213919706817,-0.7636644243165882,-0.6594946996080803,-0.7784426562577165,1.0030715402787587,-0.3346030165726239,-0.6788576473493192,-0.0052861147078600845,-2.0010535622931758,0.33696868616905107
0,1,0,0.06499182213537506,0.15,0.5,0.17796521728014747,0.22141121077439097,0.4103787723232548,-1.6184263541420492,-1.0,0.6263106818725289,-0.3609462697371738,0.3962862672155669,0.06650455077326187,0.3547313851819003,0.13825337435488175,-1.6950781591634745,-0.5152860783115852,-1.6810272812624252,0.9878701922383542,-0.6424406777292783,-1.7269006038518766,-1.7399069171753436,1.0868826207374802,-1.556656685173539,SE,5.0,5.0,5.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,6.0,6.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,5.0,3.0,5.0,5.0,6.0,3.0,3.0,3.0,0.7677609452229155,-1.3440058623383127,-1.5139176859937975,-0.6670241896852677,0.770597663010285,-0.2599213919706817,-2.534113928010603,-1.3210567807196345,-2.3272612054958675,1.3393201186248749,0.006393688214763604,-1.3558113623751287,-0.6819087973139892,1.3378615484264826,-1.005870411889434
0,0,0,0.8530993021233744,0.15,0.85,2.6811298044471688,-0.33764219053562994,0.10372614410620931,0.5542321594974,-1.0,-0.7272673992645031,-0.20244579038575186,0.31907656384636884,0.44906355678445925,3.2190985784764194,2.1758341056001615,-1.037012128076701,-1.2789792387195547,-1.1461983156201523,-0.7085152484553483,0.8463987983459262,-2.677345656937761,-0.2629183537468641,0.9812707288620531,0.16080749511325032,SE,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,7.0,6.0,5.0,7.0,6.0,5.0,5.0,6.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,5.0,6.0,5.0,2.0,2.0,2.0,4.0,3.0,4.0,6.0,5.0,6.0,2.0,4.0,3.0,-1.0236812602972207,-0.6701075922846301,-1.2616243522170996,0.34329960661933495,2.3079496091654668,1.5561232680864863,-2.2811925703400298,-0.9902757401638573,-1.8109883557498172,-2.02316566483629,1.3703805073643127,-2.032765077400938,-0.34359745601092484,1.671753059498449,-1.005870411889434
1,0,0,0.4967106097097999,0.15,0.15,-0.24392658216159713,0.20235305265930603,0.8101185448957801,2.083917010179203,-1.0,1.405205322672106,1.370373215894872,1.9447706430043352,0.37018431272274044,-0.2764342061918535,-1.3306775512744144,0.7789745081834643,2.064560637958367,1.1038056850933755,-0.6645949893305105,-1.5540759113908003,1.2083172102619257,-0.22162516957744025,0.19708087777787855,-0.615378757187299,SE,7.0,6.0,5.0,6.0,4.0,6.0,6.0,6.0,3.0,6.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,1.0,6.0,6.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0473625205944415,1.3515872178764166,1.0090156517731812,-0.3302495909170669,-0.25430363442650294,-0.7787912948441582,0.24802100636570618,1.3251915437265809,1.0285123178534596,-0.0056741947595909305,-1.0165964261473985,1.6904803552410133,0.3330252265952042,-0.33159600693334657,0.0012589116544300268
0,1,0,0.9164182217787797,0.85,0.85,-0.4828639639740827,0.5281924531188418,1.8611841402624427,-0.3688504103994415,-1.0,-0.0914611626615976,0.6745644348494373,0.5409581572249773,-0.15113649118493794,1.985655803432702,-0.6941290232455541,1.1208683050518946,0.9891926869452377,1.4917497237579944,0.6119061123094853,0.943850291257254,1.9045442401613137,-0.4069318471257949,-1.1673537948852972,1.0474470875532302,SE,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,5.0,5.0,6.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,6.0,4.0,6.0,-0.5118406301486104,-0.3331584572577892,-1.5139176859937975,-1.34057338722167,1.2830483117286788,-0.2599213919706817,0.24802100636570618,0.9944105031708043,1.0285123178534596,0.6668229619326423,0.6883870977895387,0.33657292518939413,-0.34359745601092484,0.002295504138619457,1.344098009712915
0,0,0,0.5885346420862574,0.5,0.85,1.1576789302270614,1.1862562734256004,-1.0096529916043298,1.0807271941299017,1.0,-1.9681037480121046,-0.006296576288296496,0.8330902238712963,0.25655081311809314,1.213639393228437,1.3951834329884605,0.4050853130182446,0.3123725103799783,0.47235355265575013,-1.7064018450186462,0.23275491852743385,1.6223411191800738,0.21742252174071772,-0.029957121499347816,1.016549608593335,SE,2.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,3.0,2.0,2.0,2.0,3.0,6.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,-2.0473625205944415,-0.6701075922846301,-1.0093310184404016,0.006525007851134241,1.2830483117286788,0.7778184137762714,-0.5107430666460145,0.0020673815034734882,-0.0040333816386410185,-2.02316566483629,0.6883870977895387,1.352003497728108,0.6713365678982695,0.002295504138619457,1.008388235198294
0,0,0,0.3964206272383574,0.15,0.85,-0.20299472347718406,-0.026371563848045815,-0.4476166647384543,0.7720342230279647,-1.0,-0.9205649357373349,-0.10412289309911724,1.2474224465608428,-0.2601354149737915,-0.21073378013341415,0.015899330053243593,0.4316367429788528,0.06475834517340429,-0.2112314807760977,-0.022895104581836717,0.5567188609911882,0.21517454274019712,0.2745162559137112,-0.29406273242066233,-0.4907303318002698,SE,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,-1.7914422055201362,-1.3440058623383127,-0.7570376846637038,-1.34057338722167,-0.25430363442650294,-0.00048644053394344185,-0.5107430666460145,-0.3287136590523036,-1.0365790811307416,-0.0056741947595909305,0.6883870977895387,0.33657292518939413,-0.34359745601092484,-0.6654875180053121,-0.6701606373748125
1,0,1,0.07754678929575776,0.5,0.5,0.42701818125940405,-1.9588070737853094,0.1976364523846373,-0.24272339009412564,-1.0,1.3616899944575316,0.22575633011734836,1.409249144718401,0.6457919900260168,-1.7726152485495317,-0.5478278147636604,1.9853393765911662,0.6781785570997256,0.9189960346325016,0.4511974528104299,-2.3377370150417947,2.199563811157114,0.5892526285889537,0.05795688835472901,0.4054322121483757,SE,5.0,6.0,5.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,1.0,7.0,6.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,1.2796015753715257,0.003790677769052107,-0.7570376846637038,-0.3302495909170669,-1.0229796075040938,-0.51935634340742,1.7655491523891478,0.0020673815034734882,-0.0040333816386410185,-0.0056741947595909305,-1.6985898357221731,2.0289572127539177,0.6713365678982695,-0.6654875180053121,-0.33445086286019143
1,0,0,0.682885937384348,0.85,0.85,-0.8270292428080182,0.6578047612697957,-0.6427105176751041,-0.10341556924635015,-1.0,1.1971751749303505,-0.44767274809520824,1.5590748599710262,1.1408691504073143,-1.1118662290155779,-1.2557340942954918,1.0355047802036528,0.07787889482457977,0.2006227905262039,0.6823169086207042,-0.30249445263287067,0.4419632472124011,0.522279846119229,0.8696469432423483,0.2194268904411814,SE,5.0,6.0,5.0,6.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,6.0,4.0,4.0,5.0,1.535521890445831,-0.6701075922846301,-0.504744350887006,0.006525007851134241,-0.7667542831448969,-1.557096149154373,0.7538637217068533,-0.6594946996080803,-0.0040333816386410185,1.0030715402787587,0.3473903930021507,-0.34038078983641495,-0.34359745601092484,1.3378615484264826,0.33696868616905107
0,0,0,0.3051486673132574,0.85,0.5,-1.1251918578093467,-1.2740161563455905,-1.4612606293299102,2.314591456212489,-1.0,1.5624604524963819,0.15447771386904863,2.76421990128469,0.4955049241829126,-2.201305368233699,-0.9383242292631655,1.6766649397123996,0.6177553560128908,2.0502684847249286,1.3559399575180087,-1.7233558292109845,-0.26317472950739496,1.686325223494571,0.09420135519191503,0.20011974366365076,SE,5.0,6.0,3.0,6.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,5.0,7.0,4.0,2.0,3.0,4.0,4.0,3.0,1.0236812602972207,-0.6701075922846301,0.25213565044308756,0.34329960661933495,-2.047880904940882,-1.0382262462808964,1.5126277947185742,0.6636294626150276,1.54478516759951,1.6755686969709918,-1.357593130934786,-0.34038078983641495,1.6862705918074634,-0.9993790290772782,-0.33445086286019143
1,0,0,0.4284337429884826,0.15,0.5,0.18660591750090494,1.3045951848904613,-0.400622658515422,-1.3672885832105155,-1.0,0.23154395005632372,-0.4663476862240104,1.9741481714853664,0.9538012722718126,-0.4803906402583269,0.20888318878833223,0.17661874520594717,-0.47191694116596544,-0.9101258127127461,1.2090147369870934,-0.5555289558772598,-1.1673368037961989,0.13381971798141562,0.7027264900026526,-0.4027758966929273,SE,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,6.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,-0.2559203150743052,-0.3331584572577892,-0.00015768333361029275,0.34329960661933495,-0.25430363442650294,-0.2599213919706817,-0.5107430666460145,-0.6594946996080803,-1.552851930876792,0.6668229619326423,-0.3346030165726239,-0.34038078983641495,-0.6819087973139892,0.6700785262825515,-0.6701606373748125
1,0,1,0.11752590472487004,0.85,0.15,-0.79592780085135,1.1461783219312158,-0.5546790839123023,-1.0704882607400568,1.0,0.48089827280204733,-0.9542876284738102,2.195917682073288,1.877815483277379,-2.1565185899234347,-2.489311769814941,2.1555065635891197,0.6238656186794647,1.2272298554411152,2.9915426033976646,0.07875578269506667,-1.0205761472245771,1.5337283829622397,0.05056236963670968,3.333325827676609,SE,4.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,6.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,5.0,6.0,3.0,5.0,7.0,6.0,5.0,6.0,4.0,4.0,2.0,3.0,3.0,6.0,5.0,6.0,5.0,4.0,3.0,7.0,7.0,7.0,-0.5118406301486104,-1.6809549973651536,-0.00015768333361029275,1.353623402923938,-1.2792049318632908,-2.335401003464588,1.7655491523891478,0.0020673815034734882,0.7703758929804345,2.011817275317108,0.6883870977895387,-1.3558113623751287,1.6862705918074634,0.002295504138619457,3.022646882286022
1,1,1,0.36294882196102624,0.15,0.5,-0.3104696362644087,0.013215730944242832,0.16725122230697745,1.5852287856238318,1.0,1.0326724955907256,2.085625858403616,2.4942555143085805,0.3967032651095799,0.2861145197381588,0.8260363508180034,1.437338287626476,-0.4197739303876403,-0.7570244838575018,-0.12575323623899048,-1.300254764716376,0.05606439524015355,0.4514373947736179,-1.0255859084438033,-0.3519164940822765,SE,6.0,4.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,2.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,6.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,5.0,3.0,1.2796015753715257,1.6885363529032582,0.7567223179964833,-0.6670241896852677,0.0019216899326940501,0.5183834623395331,1.2597064370480004,-0.6594946996080803,-1.294715506003767,-0.6781713514518238,-1.0165964261473985,0.6750497827022994,0.3330252265952042,-0.9993790290772782,0.0012589116544300268
